"n","lambda","rep","mse_e","mse_m0","mse_m1","num_leaves_e","num_leaves_m0","num_leaves_m1"
3200,0.1,17,0.00044033441187766,0.00158302795150609,0.00140766051221753,0,0,0
400,0.2,17,0.00376700568383254,0.0156523328816471,0.00350316598407597,0,0,0
800,0.2,17,0.000357474048014917,0.00190977315587063,0.00277761254505643,0,0,0
1600,0.2,17,0.00130637662899045,0.00124495420459887,0.000565563596104737,0,0,0
3200,0.2,17,0.000340343822133712,0.00215497276916846,0.000494755242383098,0,0,0
400,0.5,17,0.00120902228253004,0.0094545468411333,0.00800990300388444,0,0,0
800,0.5,17,0.00160335465543998,0.000749352567181705,0.00271516928108633,0,0,0
1600,0.5,17,0.000975312782933802,0.000431148932345256,0.00192768362074693,0,0,0
3200,0.5,17,0.000174523451351092,0.00115094862805548,0.000414347468721509,0,0,0
400,0.01,18,0.00358365298841987,0.00462939774982544,0.00401797712809303,0,0,0
800,0.01,18,0.00203660203832831,0.00304347043526995,0.000866052076158762,0,0,0
1600,0.01,18,0.000872675502732445,0.000733692568609957,0.00256423991931269,0,0,0
3200,0.01,18,0.000301803113012274,0.00110610260818526,0.000230997154061425,0,0,0
400,0.05,18,0.00275005750147323,0.00328646032082465,0.00376622674161107,0,0,0
800,0.05,18,0.00203272292938639,0.00381885172813822,0.00552944289328073,0,0,0
1600,0.05,18,0.000604491159623916,0.000123730387168101,0.000619935667603701,0,0,0
3200,0.05,18,0.000111026720198416,0.000171208438784345,0.000723608324524014,0,0,0
400,0.1,18,0.0047390471668319,0.00496609610926862,0.0108453111645276,0,0,0
800,0.1,18,0.00101501459005498,0.00198194338684309,0.000916146426534807,0,0,0
1600,0.1,18,0.00132174341989435,0.00085096663368574,0.00122168924894425,0,0,0
3200,0.1,18,0.000255796780263933,0.000328541218326205,0.000550138855002736,0,0,0
400,0.2,18,0.00350713532459995,0.00223878104563053,0.000757509785946092,0,0,0
800,0.2,18,0.00258606334753488,0.00698494077172801,0.00568686147868838,0,0,0
1600,0.2,18,0.00173996492887108,0.00237439141348179,0.00077625593414618,0,0,0
3200,0.2,18,0.000446755242593416,0.00115292214898453,0.000984706457446345,0,0,0
400,0.5,18,0.00319934206841452,0.00671787792862682,0.00579825519963773,0,0,0
800,0.5,18,0.00113693940413042,0.00220194216489609,0.00413819872232839,0,0,0
1600,0.5,18,0.000832443504278718,0.0010769351447999,0.000739385575807578,0,0,0
3200,0.5,18,0.000236488631496955,0.000303304515885201,0.000430559808600574,0,0,0
400,0.01,19,0.00324906086094656,0.00896771943721529,0.00286403925112301,0,0,0
800,0.01,19,0.00234535094568347,0.00281196603124566,0.00114623260353251,0,0,0
1600,0.01,19,0.000166153773171321,0.00315995880218946,0.000359506452164799,0,0,0
3200,0.01,19,0.00013769740777405,0.000319794169471431,0.000293478686698752,0,0,0
400,0.05,19,0.00873184614079342,0.00358180466239916,0.00186132398247122,0,0,0
800,0.05,19,0.00280756039579432,9.38871785854006e-05,0.0016124199531704,0,0,0
1600,0.05,19,0.00199266809020004,0.00176697262200798,0.00135143806851043,0,0,0
3200,0.05,19,0.000516172354849982,0.000667246047043746,0.000108041907296558,0,0,0
400,0.1,19,0.00339977240598446,0.00320071481457011,0.0106737772617569,0,0,0
800,0.1,19,0.000467105835936461,0.00094951316896326,0.00158543965197266,0,0,0
1600,0.1,19,0.00226811908934747,0.00243010201629251,0.00163266440883088,0,0,0
3200,0.1,19,0.000280529369926304,0.000550588904994124,0.000319310517459673,0,0,0
400,0.2,19,0.00506164316923828,0.00234445071884546,0.00799399044989827,0,0,0
800,0.2,19,0.00385622131883965,0.00521673829969374,0.00633705689756678,0,0,0
1600,0.2,19,0.000509030549401053,0.0010830816485285,0.00131778018856256,0,0,0
3200,0.2,19,0.000144741180402144,0.000787592890370048,0.000223259715861445,0,0,0
400,0.5,19,0.00147156147214568,0.00975839545169287,0.0157664224169985,0,0,0
800,0.5,19,0.00387381923004895,0.00451830384474162,0.00173464228928975,0,0,0
1600,0.5,19,0.000564123259634946,0.00436148923268227,0.00210512177924809,0,0,0
3200,0.5,19,4.26378893459755e-05,0.000265458800683833,0.000217163752433499,0,0,0
400,0.01,20,0.00583766265994071,0.00667910703239456,0.00946970953000352,0,0,0
800,0.01,20,0.000687933322476506,0.00578491867716644,0.000859261109247004,0,0,0
1600,0.01,20,0.00164448949298876,0.000533316733256414,0.00121633023520164,0,0,0
3200,0.01,20,0.000898880208863916,0.00103932656991725,0.000316557788395295,0,0,0
400,0.05,20,0.00644265432882026,0.00368622873827012,0.00260758006070314,0,0,0
800,0.05,20,0.000517001853122124,0.00619361542663698,0.00572445111831934,0,0,0
1600,0.05,20,0.000425374371182148,0.00122969658759538,0.000500664025682228,0,0,0
3200,0.05,20,2.56972127167852e-05,0.000658667986236271,0.000216959699524643,0,0,0
400,0.1,20,0.00335050986469957,0.00871008450303262,0.0061440301936451,0,0,0
800,0.1,20,0.00124044033588145,0.00207062664064971,0.000986422515032738,0,0,0
1600,0.1,20,0.000215086029324155,0.00149961516646964,0.00198011359061898,0,0,0
3200,0.1,20,0.000318484416396982,0.000783546180330246,0.000244667207348959,0,0,0
400,0.2,20,0.00244225994848329,0.0115876731037606,0.00139272665329109,0,0,0
800,0.2,20,0.00353876282988974,0.00230663943389233,0.0039832006701294,0,0,0
1600,0.2,20,0.000353320464162041,0.00419887453208594,0.00047280108659024,0,0,0
3200,0.2,20,0.000300992130518059,0.000295654729809215,0.000561067444198303,0,0,0
400,0.5,20,0.00768476387435662,0.00502850992720362,0.00694057309815235,0,0,0
800,0.5,20,0.00223928832271099,0.00850861659744998,0.00190675308507842,0,0,0
1600,0.5,20,0.00126950917593252,0.00203929604215578,0.000898218069123972,0,0,0
3200,0.5,20,9.75109312744675e-05,0.000546081977434547,0.00166322956348069,0,0,0
400,0.01,21,0.000454516468056619,0.00839355315801191,0.00649942230038257,0,0,0
800,0.01,21,0.000670503168006977,0.00211407014429363,0.00219280891558653,0,0,0
1600,0.01,21,0.00103643859138453,0.00108130488260268,0.00149736500388855,0,0,0
3200,0.01,21,0.000254078597918678,0.00182626990669207,0.00073881265661983,0,0,0
400,0.05,21,0.00688655061955706,0.0102602236854472,0.00752117818004316,0,0,0
800,0.05,21,0.000443992870554952,0.00121004386728324,0.000889195010492995,0,0,0
1600,0.05,21,0.000428905978058215,0.00234108533641906,0.000233758862349864,0,0,0
3200,0.05,21,0.000539444013727883,0.000623764168608716,0.000483247968897513,0,0,0
400,0.1,21,0.000636458041403369,0.00330399678142368,0.00869286671606645,0,0,0
800,0.1,21,0.000211742717829402,0.000845210693846823,0.000644483451092386,0,0,0
1600,0.1,21,0.000436204303055768,0.000563878850685999,0.000738503545161237,0,0,0
3200,0.1,21,0.000157459313414946,0.000402010572297471,0.000700491246567736,0,0,0
400,0.2,21,0.00447373766971484,0.0203947675502142,0.000807685749258455,0,0,0
800,0.2,21,0.0024463665666237,0.00754604362885041,0.000896409697022539,0,0,0
1600,0.2,21,0.000881492864178485,0.00457245259765873,0.000712492479324405,0,0,0
3200,0.2,21,0.000522362981372571,0.000723363488853315,0.000772153171077895,0,0,0
400,0.5,21,0.00282734868008844,0.00416286229020256,0.00682310541007291,0,0,0
800,0.5,21,0.00549411783173707,0.00283690247999075,0.000942323551803429,0,0,0
1600,0.5,21,0.00237580956948915,0.00140306137962972,0.00304785684769538,0,0,0
3200,0.5,21,0.000167735558172763,0.00027030859308056,0.000408157651321083,0,0,0
400,0.01,22,0.0114154430273142,0.00286558320234615,0.00445473064027095,0,0,0
800,0.01,22,0.000701358116680025,0.0015493544135551,0.00338680617893793,0,0,0
1600,0.01,22,0.000502512289008576,0.00380128147590337,0.000358274686066139,0,0,0
3200,0.01,22,0.000474776801249871,0.000228953215969059,0.000393864523924659,0,0,0
400,0.05,22,0.00481729640727659,0.000598455811845341,0.00733575970151038,0,0,0
800,0.05,22,0.00155395381580238,0.00272356510178487,0.00502191405574324,0,0,0
1600,0.05,22,0.000755203503896142,0.00340709285775001,0.00084102309952271,0,0,0
3200,0.05,22,4.28610974627242e-05,0.000900540999119776,0.0014930840646856,0,0,0
400,0.1,22,0.000267421104097133,0.00598132954276714,0.0105397080366827,0,0,0
800,0.1,22,0.00196268456458408,0.00298011870946517,0.00118303455188017,0,0,0
1600,0.1,22,0.000332260951287796,0.00146351047457234,0.000240549625271019,0,0,0
3200,0.1,22,0.000316162430751013,0.000424769495966182,0.000477247338901855,0,0,0
400,0.2,22,0.00413749868053384,0.000454193979933031,0.00220457392104287,0,0,0
800,0.2,22,0.00408116443426112,0.00233819633900143,0.00176147122103845,0,0,0
1600,0.2,22,0.000668286529034812,0.00287772288535068,0.000436559292283395,0,0,0
3200,0.2,22,0.000290891979550782,0.000480038154536384,0.000418234836128759,0,0,0
400,0.5,22,0.00834677624881334,0.00530035664400376,0.0155658782075435,0,0,0
800,0.5,22,0.000503725574792318,0.00322306987244435,0.000523917674893081,0,0,0
1600,0.5,22,0.000570254904546919,0.00138125427481754,0.00114213362344833,0,0,0
3200,0.5,22,0.000707518333736903,0.000789019921637913,0.000784687282154928,0,0,0
400,0.01,23,0.00245523756569894,0.00349846334412642,0.00413295515697622,0,0,0
800,0.01,23,0.00147277730332196,0.0022735728858652,0.00249210940674996,0,0,0
1600,0.01,23,0.00189850445170849,0.00183206798577321,0.00100591699253214,0,0,0
3200,0.01,23,9.77583074516827e-05,0.000509114894392808,0.000416992429195631,0,0,0
400,0.05,23,0.0027929223400985,0.00634500154910261,0.00510038456875785,0,0,0
800,0.05,23,0.000191219677816334,0.00319814360388563,0.00124274459628469,0,0,0
1600,0.05,23,0.000347437613494236,0.00455216772455956,0.000836809056796747,0,0,0
3200,0.05,23,0.000119434036951744,0.00126750441214671,0.00129411065936672,0,0,0
400,0.1,23,0.00713311569925076,0.00478431634471616,0.00215409341657135,0,0,0
800,0.1,23,0.00156848829306604,0.00246429183804503,0.00557187629507739,0,0,0
1600,0.1,23,0.000468552395946857,0.000491905226732378,0.000894831824743445,0,0,0
3200,0.1,23,0.000119002187865762,0.000650366116045073,0.000370505511431847,0,0,0
400,0.2,23,0.00226299893021951,0.00523208173116514,0.00627199708409116,0,0,0
800,0.2,23,0.00166857995286264,0.00497922640731935,0.00310310623955582,0,0,0
1600,0.2,23,0.000883159460886584,0.00426506914962283,0.000745221499915668,0,0,0
3200,0.2,23,0.00066267713097417,0.000322098829160523,0.000141742081188797,0,0,0
400,0.5,23,0.00327324254416748,0.00196160293802164,0.00102117137681855,0,0,0
800,0.5,23,0.0032567333773953,0.0028630534976348,0.00900085779772749,0,0,0
1600,0.5,23,0.00027203532347483,0.00186912219190723,0.000815426214166646,0,0,0
3200,0.5,23,0.000337850876545837,0.000182370322996059,0.000595202460461854,0,0,0
400,0.01,24,0.000879947452319319,0.00182622616572513,0.00462412600997891,0,0,0
800,0.01,24,0.000282397143237175,0.000690360736969921,0.00142547954200964,0,0,0
1600,0.01,24,0.00174381630262476,0.000156618924740918,0.000621190007302759,0,0,0
3200,0.01,24,0.000243232997870447,0.00141070821421154,0.000688620350590469,0,0,0
400,0.05,24,0.0052090765811939,0.00531496537487007,0.00644968924788988,0,0,0
800,0.05,24,0.00156044737452917,0.00288035522123039,0.00621121670929522,0,0,0
1600,0.05,24,0.00110377813878033,0.00186914241372232,0.00123891779443615,0,0,0
3200,0.05,24,0.000331347138196114,0.00180199460423093,0.000732262172876887,0,0,0
400,0.1,24,0.00582324231156233,0.00722851560066922,0.00222348490831132,0,0,0
800,0.1,24,0.00166773677750955,0.0173509669942145,0.000263552268075672,0,0,0
1600,0.1,24,0.000577534040803745,0.00225054343157368,0.000115861490144924,0,0,0
3200,0.1,24,8.73123572388495e-05,0.00210569367986844,0.000754440670785583,0,0,0
400,0.2,24,0.0031034346375192,0.00692526372846234,0.0063291496932329,0,0,0
800,0.2,24,0.00128353811747963,0.00139229525158651,0.00558874144617112,0,0,0
1600,0.2,24,0.000491566790246158,0.00197997237015495,0.00143936472079999,0,0,0
3200,0.2,24,0.00110488164669868,0.000267222160495825,0.000168132996777687,0,0,0
400,0.5,24,0.00147311915585852,0.00581867553272285,0.000749858095267956,0,0,0
800,0.5,24,0.00355633271934862,0.00140750969647158,0.00366858415522308,0,0,0
1600,0.5,24,0.000832758269464602,0.00229552721758431,0.000367271287672265,0,0,0
3200,0.5,24,0.000776933366362312,0.00135765036105161,0.000705960044187227,0,0,0
400,0.01,25,0.00218244317396231,0.0034275657558298,0.00248446372930064,0,0,0
800,0.01,25,0.00097729281031774,0.000845805007594932,0.000294874072641568,0,0,0
1600,0.01,25,8.08185783298416e-05,0.00316955810616609,0.00115744922783358,0,0,0
3200,0.01,25,0.000474154705814216,0.000539539340265881,7.5489068242234e-05,0,0,0
400,0.05,25,0.00619744896405485,0.00979809114595378,0.00311259463991854,0,0,0
800,0.05,25,0.00225220602259382,0.00243986027511046,0.00190099607325652,0,0,0
1600,0.05,25,0.00148728055976719,0.000214951638638541,0.000270435481031541,0,0,0
3200,0.05,25,0.000161720806949391,0.000417915953184204,0.000515575844969607,0,0,0
400,0.1,25,0.00422706114204159,0.00362423417944758,0.00361573914228199,0,0,0
800,0.1,25,0.000252533477484449,0.00919661329892906,0.0027337677978414,0,0,0
1600,0.1,25,3.7180531725875e-05,0.00124970621501229,0.000934591283406931,0,0,0
3200,0.1,25,0.000291088454208657,0.000422075330419939,0.00114272920652169,0,0,0
400,0.2,25,0.00189909518873304,0.0108747102786856,0.00282349906442859,0,0,0
800,0.2,25,0.00239404213345423,0.00372753929273688,0.00189539504175284,0,0,0
1600,0.2,25,0.000221894831840031,0.000559077988656267,0.000909858663558824,0,0,0
3200,0.2,25,0.000384188483351677,0.000760690574045065,7.9432685064491e-05,0,0,0
400,0.5,25,0.0028555478789477,0.00961093750000001,0.00445588055146175,0,0,0
800,0.5,25,0.00178872080009696,0.00578662971184262,0.00190880934249852,0,0,0
1600,0.5,25,0.00102532244909147,0.00309098681353238,0.000397367771532228,0,0,0
3200,0.5,25,0.00063921963652593,0.00056877964337479,0.000549862363878781,0,0,0
400,0.01,26,0.00151585269677957,0.00210862531870565,0.000707774561359456,0,0,0
800,0.01,26,0.000553545379173313,0.00123551028735054,0.000541473646249416,0,0,0
1600,0.01,26,1.75533887967864e-05,0.000837220897825916,0.00179392944211609,0,0,0
3200,0.01,26,0.000476730791938967,0.00055915226361226,0.00040564630208538,0,0,0
400,0.05,26,0.00369719266786515,0.00242650816082733,0.00944427409001495,0,0,0
800,0.05,26,0.00155052537628338,0.00158436078359191,0.000717862257315601,0,0,0
1600,0.05,26,0.000377552299538145,0.00186929724103181,0.00259494822518243,0,0,0
3200,0.05,26,0.000148258633464157,0.000469289101695363,0.000515708852696695,0,0,0
400,0.1,26,0.000487778950162131,0.00588671958140071,0.00713997053950085,0,0,0
800,0.1,26,0.000461243672358987,0.00343292217209104,0.000429696571355778,0,0,0
1600,0.1,26,0.0009475602567889,0.000422175093739726,0.00101853056705732,0,0,0
3200,0.1,26,0.000144027151133745,0.00114940866651605,0.000181655443878917,0,0,0
400,0.2,26,0.00173322826273193,0.00503417541163487,0.0062159498054378,0,0,0
800,0.2,26,0.000607731190556394,0.00375046414274141,0.00365035541138387,0,0,0
1600,0.2,26,0.00112234201020277,0.0027592874657562,0.000422790415047386,0,0,0
3200,0.2,26,0.000160074894985591,0.000632924939088667,0.000514488254815631,0,0,0
400,0.5,26,0.00270942320675472,0.00418752798374959,0.00496967886137135,0,0,0
800,0.5,26,0.00260501068385281,0.00585882788320612,0.000110524631154327,0,0,0
1600,0.5,26,0.00136734581334236,0.00182817132187045,0.000531910265212888,0,0,0
3200,0.5,26,0.000427800369420179,0.00045504550376179,0.000171593878728276,0,0,0
400,0.01,27,0.00144671856086565,0.00947508399644921,0.00123860633494672,0,0,0
800,0.01,27,0.00148094029033168,0.00324995058881596,0.003801767448496,0,0,0
1600,0.01,27,0.000273600070297691,0.00141181365905878,0.0044753590654269,0,0,0
3200,0.01,27,0.000494041199561574,0.00137357579006887,6.97958936618122e-05,0,0,0
400,0.05,27,0.00094480862105726,0.0104881612262388,0.000822193236047719,0,0,0
800,0.05,27,0.00433414950265535,0.00124582885530122,0.00319624845062704,0,0,0
1600,0.05,27,0.00095007671990654,0.0023991892326457,0.00156916218603714,0,0,0
3200,0.05,27,8.0215809893793e-05,0.000192597518025544,0.000258983569814129,0,0,0
400,0.1,27,0.00830382313380886,0.00329579852841855,0.00974349651968883,0,0,0
800,0.1,27,0.000530279249262683,0.00448877611616987,0.0021227446251515,0,0,0
1600,0.1,27,0.00211865948581568,0.00585676541133447,0.0050455608757623,0,0,0
3200,0.1,27,0.000353901807837275,0.000652084127154621,0.000233192223673774,0,0,0
400,0.2,27,0.00261444731971099,0.00410996769637233,0.0114000243051156,0,0,0
800,0.2,27,0.00150994609012432,0.00260046135947195,0.00398874463373055,0,0,0
1600,0.2,27,0.000418362986333356,0.00102753171357681,0.000420888427724899,0,0,0
3200,0.2,27,0.00044429744953302,0.000863998965559324,0.000678938766514575,0,0,0
400,0.5,27,0.00608202328964923,0.0116132362052089,0.00993281968345774,0,0,0
800,0.5,27,0.000835670862244868,0.00414940604279777,0.000420899672532256,0,0,0
1600,0.5,27,0.000446653763080476,0.00216417599887496,0.00162368619247684,0,0,0
3200,0.5,27,0.000244827575089484,0.000685241122148079,0.000487175946043881,0,0,0
400,0.01,28,0.00294676154801065,0.00327111463070747,0.00354901391236187,0,0,0
800,0.01,28,0.00266758036194896,0.00325412178204694,0.00116390551010643,0,0,0
1600,0.01,28,0.0010958855661004,0.00195476723724492,0.00104319783023319,0,0,0
3200,0.01,28,0.000241095736814647,0.00099338377963078,0.000641638820537555,0,0,0
400,0.05,28,0.00153215951787597,0.00971297695841471,0.0076512832959476,0,0,0
800,0.05,28,0.000873345582650754,0.00211212901890504,0.00495307996561344,0,0,0
1600,0.05,28,0.000774217376303951,0.00102980885126714,0.00122688161525659,0,0,0
3200,0.05,28,0.000286110114613919,0.000353822944896915,0.000102498866270697,0,0,0
400,0.1,28,0.00225475210098356,0.00643249898747556,0.003347653378943,0,0,0
800,0.1,28,0.00280082066303563,0.006590743785224,0.0015963337248196,0,0,0
1600,0.1,28,0.00172849235866409,0.00316709664780733,0.000932509425065582,0,0,0
3200,0.1,28,0.000411961604860949,0.000666727754085533,0.000113789637922062,0,0,0
400,0.2,28,0.00168796369489265,0.000845256059704669,0.00271430930196489,0,0,0
800,0.2,28,0.00516634070536968,0.00861544535091969,0.000618397762523616,0,0,0
1600,0.2,28,0.00119734519626284,0.00324118930695162,0.000319729347272863,0,0,0
3200,0.2,28,0.000318875171475606,0.000433028627714945,0.000123096856301469,0,0,0
400,0.5,28,0.00286191339270688,0.00746301637578541,0.00889785308649352,0,0,0
800,0.5,28,0.00416479350381101,0.0030018998305756,0.002495447815676,0,0,0
1600,0.5,28,0.000384017420293651,0.0011084663925253,0.00103761575137038,0,0,0
3200,0.5,28,0.000410350647793116,0.000844472309605317,0.000205359812424585,0,0,0
400,0.01,29,0.00147350758656343,0.00171845309163808,0.0090077350735578,0,0,0
800,0.01,29,0.000172463277741522,0.000900253174194793,0.000779596358377144,0,0,0
1600,0.01,29,0.000155188662755871,0.000874338160716995,0.000144736077444256,0,0,0
3200,0.01,29,6.79979729509853e-05,0.000204035823578936,0.000798720602762294,0,0,0
400,0.05,29,0.00355929530030185,0.00246263209157256,0.00713532859005534,0,0,0
800,0.05,29,0.00166359131620571,0.000954249537875952,0.00239167297854917,0,0,0
1600,0.05,29,0.00114603331811652,0.00328812941735867,0.0016134958515718,0,0,0
3200,0.05,29,0.00104164549110908,0.000860512419139662,0.00020315429398193,0,0,0
400,0.1,29,0.00275002100709465,0.00711085043642274,0.00231930267686441,0,0,0
800,0.1,29,0.000524920773561017,0.00177883326508503,0.00223300830505945,0,0,0
1600,0.1,29,0.000929951185252066,0.000315269046140099,0.00143120753718975,0,0,0
3200,0.1,29,0.000334226600612167,0.000860071491384971,0.000807720843258228,0,0,0
400,0.2,29,0.00327699454760291,0.0036748287121582,0.00518627332992832,0,0,0
800,0.2,29,0.000865947344816233,0.00157047438480159,0.000578775994852638,0,0,0
1600,0.2,29,0.0006768266895116,0.00108596594886604,0.00894818210327215,0,0,0
3200,0.2,29,8.77374713375377e-05,0.000330105961428655,0.000438440027167644,0,0,0
400,0.5,29,0.00727807248134348,0.00306619499283505,0.0123552795969468,0,0,0
800,0.5,29,0.00200881908713951,0.00161667355444351,0.00297968480410626,0,0,0
1600,0.5,29,0.000601401614578031,0.00345342707703972,0.000520031297149989,0,0,0
3200,0.5,29,0.000106794095669878,0.000836869395115092,0.000795269790383317,0,0,0
400,0.01,30,0.00219024514138998,0.00933547095382965,0.00157431203391816,0,0,0
800,0.01,30,0.00121629906875833,0.00101172218189485,0.00336162870323213,0,0,0
1600,0.01,30,0.000949958043322204,0.000716800641038874,0.000624941500002924,0,0,0
3200,0.01,30,0.000519994676894325,0.000805895631773085,0.000305275935443081,0,0,0
400,0.05,30,0.00650149191421384,0.00241945899714393,0.0021515340398508,0,0,0
800,0.05,30,0.00378949929427017,0.00356612765906063,0.000932589676185044,0,0,0
1600,0.05,30,0.000935302884251214,0.0013230407988036,0.00101232230495017,0,0,0
3200,0.05,30,0.000245473861417985,0.00129024987695627,0.000738099214852722,0,0,0
400,0.1,30,0.00430306059705849,0.00592322631140698,0.0017411672200607,0,0,0
800,0.1,30,0.000732561460904339,0.00458038266078862,0.00072262246758286,0,0,0
1600,0.1,30,0.00204978887003805,0.00063890179390325,0.00292444799963734,0,0,0
3200,0.1,30,0.000153174376335,0.000584437702766844,0.000198368782670977,0,0,0
400,0.2,30,0.00171616380134931,0.00374268330198592,0.00100139876627436,0,0,0
800,0.2,30,0.00189996374869432,0.00073647343087768,0.000695072350780193,0,0,0
1600,0.2,30,0.000981548500969625,0.00239011636370152,0.00174838626692783,0,0,0
3200,0.2,30,0.00101129098929363,0.000397173336052628,0.000247641108009653,0,0,0
400,0.5,30,0.00458067800947558,0.01413421289444,0.00850067471481319,0,0,0
800,0.5,30,0.00371936882860777,0.00161192174761625,0.00108297914857062,0,0,0
1600,0.5,30,0.000576047691487765,0.00147568531534635,0.0033672929393968,0,0,0
3200,0.5,30,4.29139968382744e-05,0.00248754048895184,0.000199801443401925,0,0,0
400,0.01,31,0.00203802923975887,0.00512143498691594,0.00118088378351252,0,0,0
800,0.01,31,0.0015247625770728,0.00578383798845723,0.00317080224505516,0,0,0
1600,0.01,31,0.000386493583446107,0.000393931683833365,0.000428437318733816,0,0,0
3200,0.01,31,0.000271934911190106,0.000490616189977034,0.000929194425607593,0,0,0
400,0.05,31,0.00179596087273415,0.00427499989066657,0.00460417477163093,0,0,0
800,0.05,31,0.00146023289954655,0.00254630056486019,0.00275305829181152,0,0,0
1600,0.05,31,0.000556622063387776,0.00422086261559727,0.000946187431740237,0,0,0
3200,0.05,31,0.000362615510264313,0.00032346159200672,0.000793894513851231,0,0,0
400,0.1,31,0.00155780886560342,0.00750856106751111,0.00115185287791326,0,0,0
800,0.1,31,0.000460406337392484,0.0033305439049972,0.00111881992760292,0,0,0
1600,0.1,31,0.0006944286079271,0.00346128428749354,0.00062950765416468,0,0,0
3200,0.1,31,0.000108051868424223,0.000126268194960256,0.00176488681034068,0,0,0
400,0.2,31,0.000506790463549031,0.00551016902146076,0.0049740047368591,0,0,0
800,0.2,31,0.00246316723837973,0.00115181692296355,0.00147436599769862,0,0,0
1600,0.2,31,0.00154220794683429,0.000356400676856695,0.00241483730308596,0,0,0
3200,0.2,31,0.000503868436021747,0.000765308257728667,0.000371432335709089,0,0,0
400,0.5,31,0.00540557746654353,0.00355985206718725,0.00835787357334228,0,0,0
800,0.5,31,0.000435876254757179,0.00115198845643475,0.000508496820507404,0,0,0
1600,0.5,31,0.000742428762900844,0.000767462990768646,0.00331362196762373,0,0,0
3200,0.5,31,0.000155570462692845,0.000377493387404251,7.54110535677482e-05,0,0,0
400,0.01,32,0.00439804552313697,0.0058078885211872,0.00213554810394433,0,0,0
800,0.01,32,0.00141483269397117,0.00283009959838374,0.00147856615532717,0,0,0
1600,0.01,32,0.000909306209518576,0.00224869256606478,0.00376721881889787,0,0,0
3200,0.01,32,0.00025555988762061,0.00088246406238148,0.00011493906205155,0,0,0
400,0.05,32,0.0031532331144952,0.00606438723179445,0.00195979236756813,0,0,0
800,0.05,32,0.00170024702159522,0.00661980053973473,0.00220973296446837,0,0,0
1600,0.05,32,0.00139799842262341,0.000368948987991591,0.00117736947236878,0,0,0
3200,0.05,32,0.000312420229672081,0.000533026968539801,0.000765946943110017,0,0,0
400,0.1,32,0.000888967049151998,0.0022261475592418,0.00538641212810945,0,0,0
800,0.1,32,0.00147220676711508,0.00349121635915333,0.00221709303590102,0,0,0
1600,0.1,32,8.48507255603155e-05,0.00112878355256279,0.000324332607892402,0,0,0
3200,0.1,32,0.000771849290109379,0.000380397078433939,0.000374719061482026,0,0,0
400,0.2,32,0.00737958679492192,0.0076819999083267,0.00137016309196078,0,0,0
800,0.2,32,0.00103487858544884,0.00345321814316254,0.00206541231352154,0,0,0
1600,0.2,32,0.000385818564195992,0.00244460141378568,0.000424975930489909,0,0,0
3200,0.2,32,0.000201924872720363,0.000542618363449543,0.000733175576392743,0,0,0
400,0.5,32,0.00161469411591034,0.00723921813862499,0.005495046871574,0,0,0
800,0.5,32,0.00212045488674905,0.0137363871427817,0.00265009900611576,0,0,0
1600,0.5,32,0.00149900523731327,0.00139437864339289,0.000305660433103537,0,0,0
3200,0.5,32,0.000335979416352847,0.000433825622502727,0.000203588714131013,0,0,0
400,0.01,33,0.000710791584970926,0.00311128854805179,0.0126600368942006,0,0,0
800,0.01,33,0.00137829269260922,0.00310116478812764,0.00189097972910511,0,0,0
1600,0.01,33,0.00102572475559521,0.00163362057964799,0.00133992983434028,0,0,0
3200,0.01,33,0.000117097150386494,0.000274786120340273,0.00097403792207843,0,0,0
400,0.05,33,0.00138195252172428,0.0107665379753992,0.0016939278867481,0,0,0
800,0.05,33,0.00022169178202352,0.00197029378481658,0.00035536528637606,0,0,0
1600,0.05,33,0.000376653853177441,0.000928671777330694,0.00132679475705827,0,0,0
3200,0.05,33,0.000591531580855551,0.000903995825894365,0.00062198078925918,0,0,0
400,0.1,33,0.00386035522655591,0.00285236116759793,0.0038136447342872,0,0,0
800,0.1,33,0.00215279372412002,0.00324555195464068,0.000867322391146085,0,0,0
1600,0.1,33,0.000759437211256873,0.000709743767358594,0.000601191714557743,0,0,0
3200,0.1,33,0.000418221973550903,0.00127946157085718,0.000376365658014021,0,0,0
400,0.2,33,0.00285746244064558,0.00180967865319003,0.00518364126065396,0,0,0
800,0.2,33,0.00572231252296599,0.00364448742737392,0.00230902794303441,0,0,0
1600,0.2,33,0.000730338054697839,0.00161237499515188,0.000849301264071718,0,0,0
3200,0.2,33,0.000355967811464653,0.00174839059885934,0.000116218746676682,0,0,0
400,0.5,33,0.00354448452478282,0.00823319774401283,0.00756124359460014,0,0,0
800,0.5,33,0.00314076734927669,0.00308661028811914,0.00125363032001517,0,0,0
1600,0.5,33,0.000838826243851942,0.0045831095505983,0.000387961408596426,0,0,0
3200,0.5,33,0.000453702069836532,0.000766444470323225,0.000915989302947949,0,0,0
400,0.01,34,0.000853077313839038,0.00230167791213979,0.00172260563996473,0,0,0
800,0.01,34,0.0017993624041273,0.00467548496912406,0.002679884858665,0,0,0
1600,0.01,34,0.00043486755517399,0.000474924017818473,0.000761982504531434,0,0,0
3200,0.01,34,0.000272173764400936,0.00069128122370826,0.000593914179064993,0,0,0
400,0.05,34,0.00163176334929911,0.00619950061939272,0.00274152771038866,0,0,0
800,0.05,34,0.000797397626085399,0.00434369203577901,0.00126751186838645,0,0,0
