"n","lambda","rep","theta","sigma","true_tau","bias","ci_lower","ci_upper","ci_width","coverage","mean_score","sd_score"
3200,0.01,36,0.140852063761164,0.640082416687092,0.15,-0.00914793623883589,0.118674747031523,0.163029380490805,0.0443546334592812,1,-4.44703301960558e-15,0.640182453011321
800,0.05,36,0.121720265970714,0.623598096999369,0.15,-0.0282797340292856,0.0785079165962841,0.164932615345145,0.0864246987488607,1,-4.88498130835069e-16,0.623988211580535
1600,0.05,36,0.169064452758184,0.68224377160735,0.15,0.0190644527581841,0.135635122232505,0.202493783283864,0.0668586610513588,1,7.76045894212984e-16,0.682457072776108
3200,0.05,36,0.154383339384715,0.656188451683839,0.15,0.0043833393847153,0.131647987267647,0.177118691501783,0.0454707042341363,1,-1.99886548285511e-15,0.656291005166011
800,0.1,36,0.12456482819016,0.662089595170767,0.15,-0.0254351718098404,0.0786852030896948,0.170444453290624,0.0917592502009296,1,-4.90961438170956e-16,0.662503789515421
1600,0.1,36,0.157489138809555,0.652453992097084,0.15,0.00748913880955543,0.125519480657564,0.189458796961547,0.0639393163039833,1,5.76032277432859e-16,0.652657979593736
3200,0.1,36,0.148392335057017,0.64764214788425,0.15,-0.00160766494298342,0.125953091817946,0.170831578296087,0.0448784864781411,1,2.41704226078276e-15,0.647743365693401
800,0.01,37,0.126098020648694,0.628005555124332,0.15,-0.0239019793513061,0.0825802556207112,0.169615785676677,0.0870355300559654,1,9.64228696886949e-16,0.628398426952014
1600,0.01,37,0.175410165922316,0.693685052577244,0.15,0.0254101659223162,0.141420222930687,0.209400108913946,0.0679798859832587,1,3.33916921890776e-16,0.693901930823151
3200,0.01,37,0.119324028826717,0.620337605830076,0.15,-0.0306759711732827,0.0978308223190216,0.140817235334413,0.0429864130153913,0,-1.8713676441795e-15,0.620434556304344
800,0.05,37,0.168913304679455,0.663779560507565,0.15,0.0189133046794553,0.122916573107826,0.214910036251084,0.0919934631432583,1,1.20826959548737e-15,0.664194812071802
1600,0.05,37,0.174345145897407,0.662731790487588,0.15,0.0243451458974073,0.141871884878272,0.206818406916543,0.0649465220382708,1,-1.90485648088323e-15,0.662938991302556
3200,0.05,37,0.171046202986688,0.665620652274256,0.15,0.021046202986688,0.147984047797863,0.194108358175513,0.0461243103776509,1,-5.32379695883378e-15,0.665724679883282
800,0.1,37,0.193901758110141,0.700106485422797,0.15,0.0439017581101413,0.145387745330168,0.242415770890115,0.0970280255599467,1,2.47649123430449e-15,0.70054446262261
1600,0.1,37,0.158155614613124,0.654031878812779,0.15,0.00815561461312389,0.126108641432771,0.190202587793477,0.0640939463607056,1,2.07306394273132e-15,0.654236359630286
3200,0.1,37,0.14857186905201,0.640846380955869,0.15,-0.00142813094799041,0.126368082797325,0.170775655306694,0.0444075725093694,1,-5.54710791189628e-15,0.6409465366775
800,0.01,38,0.144926573660433,0.660944312945914,0.15,-0.00507342633956656,0.0991263111107378,0.190726836210129,0.0916005250993913,1,-1.06845088332363e-15,0.661357790817413
1600,0.01,38,0.130019277946942,0.63710923212008,0.15,-0.0199807220530576,0.0988014992176092,0.161237056676276,0.0624355574586663,1,1.00874170128051e-15,0.637308422130302
3200,0.01,38,0.143478238604521,0.641664435962708,0.15,-0.00652176139547875,0.121246108710774,0.165710368498269,0.0444642597874948,1,-4.39669134433274e-15,0.641764719535402
800,0.05,38,0.210843071232505,0.706695349108287,0.15,0.0608430712325054,0.16187248188354,0.259813660581471,0.0979411786979305,0,1.67005298479239e-15,0.707137448212591
1600,0.05,38,0.158194022229167,0.658495756509388,0.15,0.00819402222916657,0.125928323060895,0.190459721397438,0.0645313983365429,1,2.62720400989735e-15,0.658701632942902
3200,0.05,38,0.135476046806906,0.64258066899187,0.15,-0.0145239531930943,0.113212171641681,0.157739921972131,0.0445277503304503,1,1.02175212735034e-16,0.642681095759537
800,0.1,38,0.117613583966501,0.635050372082453,0.15,-0.0323864160334992,0.073607647000313,0.161619520932689,0.0880118739323757,1,1.11702314065099e-15,0.63544765105286
1600,0.1,38,0.141292033693662,0.647723068339142,0.15,-0.0087079663063376,0.10955418654615,0.173029880841175,0.0634756942950246,1,-1.81050920783354e-15,0.647925576728752
3200,0.1,38,0.138533047660824,0.65778968829035,0.15,-0.011466952339176,0.11574221654534,0.161323878776308,0.0455816622309689,1,1.63406614628325e-15,0.657892492024401
800,0.01,39,0.12888379767949,0.626828037651606,0.15,-0.0211162023205098,0.085447628949942,0.172319966409038,0.0868723374590964,1,1.21676974051965e-15,0.627220172840196
1600,0.01,39,0.168717023471059,0.672984726788951,0.15,0.0187170234710586,0.135741377804762,0.201692669137355,0.0659512913325936,1,2.85819978795843e-15,0.673195133149191
3200,0.01,39,0.174172716328176,0.677834651370561,0.15,0.024172716328176,0.150687375437896,0.197658057218456,0.0469706817805595,0,1.03311456611799e-16,0.677940587864356
800,0.05,39,0.131502042281952,0.645281129650139,0.15,-0.0184979577180479,0.0867871630138117,0.176216921550093,0.0894297585362808,1,5.42517419876987e-16,0.645684808844862
1600,0.05,39,0.172503051982734,0.679862633534047,0.15,0.0225030519827339,0.139190395078702,0.205815708886766,0.0666253138080642,1,7.21263326841637e-16,0.680075190248178
3200,0.05,39,0.146715124482522,0.646189808454147,0.15,-0.00328487551747786,0.124326201312712,0.169104047652332,0.0447778463396194,1,2.60201582502617e-15,0.646290799282059
800,0.1,39,0.152483745678205,0.640760799779363,0.15,0.00248374567820539,0.108082103532827,0.196885387823584,0.0888032842907577,1,-1.20486953747445e-15,0.641161651116524
1600,0.1,39,0.143815486245619,0.641905268613499,0.15,-0.00618451375438078,0.112362706046395,0.175268266444843,0.0629055603984484,1,1.34878219704149e-15,0.642105958088033
3200,0.1,39,0.13236693818102,0.637195031629465,0.15,-0.0176330618189795,0.110289662401223,0.154444213960818,0.0441545515595944,1,1.06616104833535e-15,0.637294616694015
800,0.01,40,0.144621591682666,0.662595235368937,0.15,-0.00537840831733413,0.0987069281479816,0.19053625521735,0.0918293270693684,1,4.70595784562988e-16,0.663009746035297
1600,0.01,40,0.148558485739245,0.641828789027115,0.15,-0.00144151426075478,0.117109452970893,0.180007518507598,0.0628980655367051,1,2.13461193165898e-15,0.642029454590568
3200,0.01,40,0.157123350023853,0.655927303338314,0.15,0.00712335002385348,0.134397046069055,0.179849653978652,0.045452607909597,1,3.65610319796872e-15,0.656029816006494
800,0.05,40,0.183230421613101,0.700066242730714,0.15,0.0332304216131011,0.134719197458171,0.231741645768031,0.0970224483098606,1,1.4416939864148e-15,0.700504194755241
1600,0.05,40,0.142739775775964,0.655487496638729,0.15,-0.00726022422403649,0.110621478632758,0.174858072919169,0.0642365942864114,1,-6.12183914672215e-16,0.655692432550145
3200,0.05,40,0.134245489269241,0.629251452847229,0.15,-0.0157545107307591,0.112443439394777,0.156047539143705,0.0436040997489282,1,2.6999236180103e-15,0.629349796436613
800,0.1,40,0.0741901090065893,0.637590356814623,0.15,-0.0758098909934107,0.0300081633126962,0.118372054700482,0.0883638913877862,0,-5.94385651808693e-16,0.637989224765312
1600,0.1,40,0.18523937903101,0.672245611182233,0.15,0.0352393790310102,0.152299949363953,0.218178808698068,0.0658788593341147,0,3.31956684362922e-16,0.672455786460523
3200,0.1,40,0.148321932654232,0.649896573119938,0.15,-0.00167806734576795,0.125804579001265,0.170839286307199,0.0450347073059336,1,3.58268970046538e-15,0.649998143265611
800,0.01,41,0.147778567077886,0.633643276992989,0.15,-0.00222143292211371,0.103870135034984,0.191686999120789,0.0878168640858045,1,5.74193470548323e-17,0.634039675703634
1600,0.01,41,0.130493381156919,0.648759373947698,0.15,-0.0195066188430812,0.0987047559676627,0.162282006346175,0.0635772503785121,1,1.32338584535319e-15,0.648962206334692
3200,0.01,41,0.156996139968128,0.652527424372083,0.15,0.00699613996812848,0.134387633644871,0.179604646291386,0.0452170126465157,1,-2.71449529520851e-15,0.652629405684634
800,0.05,41,0.160593462707857,0.658301573814877,0.15,0.0105934627078566,0.114976329271584,0.206210596144129,0.0912342668725449,1,-1.36335387423969e-15,0.658713398424325
1600,0.05,41,0.171563359660859,0.664198388688948,0.15,0.0215633596608592,0.139018236650362,0.204108482671356,0.0650902460209937,1,3.61804336490579e-15,0.6644060480308
3200,0.05,41,0.155371797280792,0.652776883234067,0.15,0.0053717972807921,0.132754647807763,0.177988946753821,0.0452342989460578,1,5.11295866756356e-15,0.652878903533702
800,0.1,41,0.176799710917714,0.677549813979944,0.15,0.026799710917714,0.129848766998603,0.223750654836825,0.0939018878382217,1,5.73430192218893e-16,0.677973680029522
1600,0.1,41,0.140232264612968,0.628805665935866,0.15,-0.00976773538703249,0.109421353150242,0.171043176075693,0.0616218229254511,1,7.80382702902926e-16,0.629002259864676
3200,0.1,41,0.135940487075302,0.640471663337574,0.15,-0.0140595129246977,0.113749683885124,0.158131290265481,0.0443816063803572,1,-3.16403153677314e-15,0.640571760495856
800,0.01,42,0.228170656259665,0.718131168389947,0.15,0.0781706562596647,0.178407619626848,0.277933692892481,0.099526073265633,0,1.33962285708833e-15,0.718580421588964
1600,0.01,42,0.206964376264476,0.71256158843898,0.15,0.056964376264476,0.1720495000118,0.241879252517152,0.0698297525053526,0,3.24382881666807e-15,0.7127843683689
3200,0.01,42,0.148108766156283,0.638126727972634,0.15,-0.00189123384371695,0.125999209338358,0.170218322974209,0.044219113635851,1,-5.19664172804468e-15,0.638226458648866
800,0.05,42,0.157989841555323,0.661401203540725,0.15,0.00798984155532273,0.112157918684494,0.203821764426151,0.091663845741657,1,1.47860890198359e-15,0.661814967236836
1600,0.05,42,0.156908771268731,0.656115871677658,0.15,0.00690877126873105,0.124759684314398,0.189057858223064,0.0642981739086657,1,-6.6040922730437e-16,0.656321004048366
3200,0.05,42,0.137672558795399,0.645988867419143,0.15,-0.0123274412046006,0.115290597749312,0.160054519841487,0.0447639220921754,1,-6.41629110953446e-15,0.64608982684266
800,0.1,42,0.0941159520412009,0.613165441281039,0.15,-0.0558840479587991,0.0516265355396784,0.136605368542723,0.0849788330030449,0,8.70969962818435e-16,0.613549029333122
1600,0.1,42,0.142821929452328,0.652983279811041,0.15,-0.00717807054767247,0.110826336678916,0.17481752222574,0.063991185546824,1,2.27595720048157e-17,0.653187432787674
3200,0.1,42,0.122099539967187,0.632731469463661,0.15,-0.0279004600328134,0.100176915884285,0.144022164050088,0.0438452481658039,0,3.57144869234105e-16,0.632830356933118
800,0.01,43,0.183561366802889,0.676189794045255,0.15,0.033561366802889,0.136704665725212,0.230418067880566,0.0937134021553539,1,1.40207290222349e-15,0.676612809284656
1600,0.01,43,0.15631200782068,0.666269998991768,0.15,0.00631200782068045,0.123665377770595,0.188958637870766,0.0652932601001701,1,7.67198804485503e-16,0.666478306015457
3200,0.01,43,0.151672134583711,0.654702280694259,0.15,0.00167213458371118,0.128988274718095,0.174355994449327,0.0453677197312315,1,-5.1406665382836e-15,0.65480460190778
800,0.05,43,0.14050616185863,0.650664223239658,0.15,-0.0094938381413702,0.0954182600908621,0.185594063626397,0.0901758035355354,1,-1.25004173678889e-15,0.651071270025321
1600,0.05,43,0.146570670325261,0.646934394482718,0.15,-0.003429329674739,0.114871467486602,0.17826987316392,0.0633984056773177,1,-1.7603800361865e-15,0.647136656296159
3200,0.05,43,0.148512403580112,0.649136646147491,0.15,-0.00148759641988816,0.126021379569579,0.171003427590645,0.0449820480210666,1,3.64772014677106e-15,0.649238097526737
800,0.1,43,0.154280003495663,0.673557477358867,0.15,0.0042800034956631,0.107605709306114,0.200954297685212,0.0933485883790975,1,1.36231304015411e-15,0.673978845856357
1600,0.1,43,0.159454696327831,0.656859543352652,0.15,0.00945469632783064,0.127269170131015,0.191640222524646,0.0643710523936311,1,3.21465076780214e-15,0.657064908229749
3200,0.1,43,0.143851093819094,0.648196257673852,0.15,-0.00614890618090602,0.12139265200811,0.166309535630077,0.044916883621967,1,1.93154520156114e-15,0.648297562082952
800,0.01,44,0.124372643226124,0.641887763691996,0.15,-0.0256273567738758,0.0798929079009242,0.168852378551324,0.0889594706503999,1,-2.692290834716e-17,0.642289320042621
1600,0.01,44,0.151096245550822,0.64235136220678,0.15,0.00109624555082158,0.119621607167183,0.18257088393446,0.0629492767672766,1,2.54463117244086e-15,0.642552191150942
3200,0.01,44,0.151425078349345,0.644026843988383,0.15,0.00142507834934502,0.129111096697661,0.173739060001029,0.0446279633033677,1,7.3419308826983e-15,0.644127496773866
800,0.05,44,0.173345010856729,0.667716358969275,0.15,0.0233450108567293,0.127075478082911,0.219614543630547,0.092539065547636,1,9.8657193525753e-16,0.668134073341673
1600,0.05,44,0.132995856888938,0.630203834608955,0.15,-0.0170041431110615,0.102116436420124,0.163875277357753,0.0617588409376295,1,1.70349845340922e-15,0.630400865670393
3200,0.05,44,0.154927190772312,0.658905984682494,0.15,0.00492719077231246,0.132097682670853,0.177756698873771,0.045659016202918,1,5.68862665306646e-15,0.659008962878742
800,0.1,44,0.211239072134607,0.706994351088591,0.15,0.061239072134607,0.162247763386242,0.260230380882972,0.0979826174967297,0,1.88286886082523e-15,0.707436637244512
1600,0.1,44,0.169760697307278,0.685005643268285,0.15,0.0197606973072783,0.136196037556965,0.203325357057592,0.0671293195006265,1,1.30270794151954e-15,0.685219807926722
3200,0.1,44,0.155793334734407,0.658161022801465,0.15,0.00579333473440719,0.132989637770946,0.178597031697868,0.0456073939269223,1,2.16262771579601e-15,0.658263884570135
800,0.01,45,0.132421101311043,0.634581208913971,0.15,-0.0175788986889566,0.0884476750963277,0.176394527525759,0.0879468524294315,1,-1.20597976049908e-15,0.634978194382211
1600,0.01,45,0.15420988545965,0.655566620370734,0.15,0.00420988545965034,0.122087711324818,0.186332059594482,0.064244348269664,1,-1.83460885372355e-15,0.655771581019909
3200,0.01,45,0.159395001726365,0.658685365328632,0.15,0.00939500172636457,0.136573137555062,0.182216865897667,0.0456437283426058,1,-7.96871249542086e-16,0.658788309045027
800,0.05,45,0.215352176002846,0.671733058867889,0.15,0.065352176002846,0.16880430524149,0.261900046764202,0.0930957415227114,0,1.98618899105441e-15,0.672153286033713
1600,0.05,45,0.122828684923594,0.622051413332565,0.15,-0.0271713150764056,0.0923487257569927,0.153308644090196,0.0609599183332033,1,-1.14512566096181e-15,0.622245895567529
3200,0.05,45,0.127827977795665,0.632549651916921,0.15,-0.0221720222043352,0.105911653253597,0.149744302337733,0.0438326490841359,0,3.49300829146498e-15,0.632648510970725
800,0.1,45,0.193937348956168,0.709117098793647,0.15,0.0439373489561684,0.144798943999675,0.243075753912662,0.0982768099129863,1,1.72806213782906e-15,0.709560712911977
1600,0.1,45,0.156737094908879,0.647922418920447,0.15,0.00673709490887908,0.124989479762375,0.188484710055383,0.0634952302930075,1,4.63934446415237e-16,0.648124989636331
3200,0.1,45,0.123581353821931,0.632130303056393,0.15,-0.0264186461780691,0.101679558709602,0.14548314893426,0.0438035902246588,0,-6.3724633209139e-16,0.632229096571576
800,0.01,46,0.19171063620116,0.696553556869122,0.15,0.0417106362011601,0.143442824284696,0.239978448117624,0.0965356238329286,1,1.89015469942433e-15,0.696989311404623
1600,0.01,46,0.165281823419772,0.659253962675395,0.15,0.0152818234197719,0.132978972832045,0.197584674007499,0.0646057011754544,1,-9.01535790465147e-16,0.659460076159462
3200,0.01,46,0.150296253974055,0.645973822930228,0.15,0.000296253974054778,0.127914814183335,0.172677693764774,0.0447628795814392,1,3.87191147199761e-15,0.64607478000249
800,0.05,46,0.191413665242843,0.690473647283588,0.15,0.0414136652428429,0.143567161823693,0.239260168661993,0.0956930068382994,1,2.08250083844064e-15,0.690905598309436
1600,0.05,46,0.158351545507158,0.645252170529955,0.15,0.00835154550715819,0.126734770127533,0.189968320886783,0.0632335507592505,1,2.59618715414689e-15,0.645453906401862
3200,0.05,46,0.166591905148011,0.667020397607869,0.15,0.0165919051480106,0.143481252148911,0.18970255814711,0.0462213059981994,1,7.40189159964544e-15,0.667124643978376
800,0.1,46,0.145612854221296,0.678664016889315,0.15,-0.00438714577870369,0.0985847013985255,0.192641007044067,0.0940563056455415,1,5.4373172631017e-16,0.679088579969245
1600,0.1,46,0.123857419156309,0.647896803827323,0.15,-0.0261425808436907,0.0921110591263051,0.155603779186313,0.0634927200600083,1,1.6855267181981e-15,0.648099366534737
3200,0.1,46,0.159610894592187,0.645617868196798,0.15,0.00961089459218722,0.137241787777127,0.181980001407248,0.0447382136301214,1,2.67674771237125e-15,0.645718769638096
800,0.01,47,0.182870675254735,0.702461398512695,0.15,0.0328706752547349,0.134193478321897,0.231547872187573,0.0973543938656767,1,-1.2113574032746e-16,0.702900848914459
1600,0.01,47,0.130127447166899,0.634602561523399,0.15,-0.0198725528331011,0.0990324930398307,0.161222401293967,0.0621899082541363,1,2.62177432541755e-15,0.634800967831678
3200,0.01,47,0.183417630781629,0.695056256407197,0.15,0.0334176307816287,0.159335602684306,0.207499658878951,0.0481640561946453,0,5.68569497039206e-15,0.695164884407608
800,0.05,47,0.142822425508301,0.646564504297923,0.15,-0.00717757449169851,0.0980186145485393,0.187626236468064,0.0896076219195244,1,-8.85957973650875e-16,0.646968986354562
1600,0.05,47,0.154385003326478,0.651983969317694,0.15,0.00438500332647837,0.122438375867475,0.186331630785482,0.0638932549180074,1,2.47095746641612e-15,0.652187809863339
3200,0.05,47,0.169972152973144,0.682866492779292,0.15,0.0199721529731442,0.146312470876567,0.193631835069721,0.0473193641931536,1,4.2360906449268e-15,0.68297321568262
800,0.1,47,0.148792443204248,0.670059087293189,0.15,-0.00120755679575227,0.102360570623253,0.195224315785242,0.0928637451619885,1,-7.43988204376933e-16,0.670478267244913
1600,0.1,47,0.131583025644612,0.633114112298303,0.15,-0.018416974355388,0.100561004189394,0.16260504709983,0.0620440429104361,1,-1.87538352902639e-15,0.633312053248052
3200,0.1,47,0.145680665290216,0.636661069780776,0.15,-0.00431933470978418,0.123621890004622,0.167739440575809,0.0441175505711867,1,-2.70370531518793e-15,0.636760571394227
800,0.01,48,0.194042359963954,0.709715230840507,0.15,0.0440423599639538,0.1448625073329,0.243222212595007,0.0983597052621073,1,1.32657773654898e-15,0.710159219142201
1600,0.01,48,0.166419257137699,0.669841267177905,0.15,0.0164192571376991,0.133597638162015,0.199240876113383,0.0656432379513683,1,3.38259368432015e-15,0.670050690746311
3200,0.01,48,0.138840131417262,0.639610676416497,0.15,-0.0111598685827383,0.116679159353749,0.161001103480774,0.0443219441270253,1,9.19047823955132e-16,0.639710639014031
800,0.05,48,0.161023908669258,0.643197939419542,0.15,0.0110239086692576,0.116453384466489,0.205594432872026,0.0891410484055376,1,-5.32351940307763e-16,0.643600315398479
1600,0.05,48,0.158947435700236,0.661682997380421,0.15,0.00894743570023576,0.126525564599032,0.191369306801439,0.0648437422024068,1,8.72635297355373e-16,0.661889870293834
3200,0.05,48,0.13899296502396,0.641628603928437,0.15,-0.0110070349760398,0.116762076624046,0.161223853423874,0.0444617767998283,1,3.63410690429333e-15,0.641728881901064
800,0.1,48,0.135279638143673,0.647379402470181,0.15,-0.0147203618563271,0.0904193586592413,0.180139917628105,0.0897205589688633,1,9.34599619917265e-16,0.647784394316155
1600,0.1,48,0.159980017184461,0.661951120474294,0.15,0.00998001718446101,0.127545008293072,0.19241502607585,0.0648700177827775,1,-2.46596146280531e-15,0.662158077215469
3200,0.1,48,0.140272184382162,0.645741696945692,0.15,-0.00972781561783811,0.117898787198685,0.162645581565639,0.0447467943669542,1,2.39682405867025e-15,0.645842617739766
800,0.01,49,0.184013569880274,0.679775524406678,0.15,0.0340135698802738,0.136908394931548,0.231118744829,0.0942103498974523,1,-8.23091594881475e-16,0.68020078283076
1600,0.01,49,0.166933098011721,0.674840564845262,0.15,0.016933098011721,0.133866517951637,0.199999678071805,0.066133160120169,1,-3.53869711311461e-15,0.675051551426888
3200,0.01,49,0.158852362100465,0.655266286078327,0.15,0.00885236210046456,0.13614896080438,0.181555763396549,0.0454068025921682,1,-4.24157237111089e-15,0.655368695438346
800,0.05,49,0.15591349390225,0.67242492294579,0.15,0.00591349390224968,0.109317680287319,0.20250930751718,0.0931916272298608,1,1.27984428610617e-15,0.672845582932476
1600,0.05,49,0.154518505618442,0.643170769055473,0.15,0.00451850561844241,0.123003717037001,0.186033294199884,0.0630295771628828,1,-1.71439251683836e-15,0.643371854184368
3200,0.05,49,0.162246702461288,0.656032556695765,0.15,0.012246702461288,0.139516751730724,0.184976653191852,0.0454599014611279,1,-3.0771218906267e-15,0.656135085813635
800,0.1,49,0.178846210139042,0.676478294943457,0.15,0.0288462101390415,0.131969517336457,0.225722902941626,0.0937533856051686,1,9.40410943561787e-16,0.676901490665139
1600,0.1,49,0.14808416067887,0.652380058845448,0.15,-0.00191583932112949,0.116118125189641,0.1800501961681,0.06393207097846,1,-7.9727890955894e-17,0.652584023227123
3200,0.1,49,0.131657546384529,0.639094657336359,0.15,-0.0183424536154712,0.109514453141431,0.153800639627626,0.0442861864861953,1,1.60319674202825e-15,0.639194539287007
800,0.01,50,0.113389355530076,0.641864437740295,0.15,-0.0366106444699243,0.0689112365811593,0.157867474478992,0.088956237897833,1,-8.81725248369492e-16,0.642265979498518
1600,0.01,50,0.139850503441195,0.637836955666301,0.15,-0.0101494965588055,0.108597066913329,0.17110393996906,0.0625068730557311,1,2.13065676213375e-15,0.638036373196783
3200,0.01,50,0.154212593057962,0.644613796408098,0.15,0.00421259305796154,0.131878274916198,0.176546911199725,0.0446686362835274,1,5.45622574898985e-15,0.6447145409264
800,0.05,50,0.160026610523795,0.648664585811551,0.15,0.0100266105237947,0.115077274013973,0.204975947033616,0.0898986730196429,1,-1.02418074021671e-15,0.649070381650936
1600,0.05,50,0.11155771531651,0.638744916525859,0.15,-0.0384422846834897,0.0802597895240421,0.142855641108978,0.0625958515849364,0,2.49363030224714e-15,0.638944617927182
3200,0.05,50,0.11615307568718,0.61565766724614,0.15,-0.0338469243128197,0.0948220177990146,0.137484133575346,0.0426621157763313,0,-3.06612374378901e-15,0.615753886308576
800,0.1,50,0.142391922488114,0.637537217947915,0.15,-0.00760807751188572,0.0982136590621508,0.186570185914078,0.088356526851927,1,8.870681966755e-16,0.637936052655645
1600,0.1,50,0.127428443185564,0.624883939611039,0.15,-0.0225715568144363,0.0968096927816853,0.158047193589442,0.0612375008077569,1,-2.12649342579141e-15,0.625079307425602
3200,0.1,50,0.130304581037828,0.631057866034382,0.15,-0.0196954189621716,0.108439943289753,0.152169218785903,0.0437292754961498,1,-3.65658892054199e-15,0.631156491941998
800,0.01,51,0.164663946163241,0.671784656174093,0.15,0.0146639461632413,0.118112499956686,0.211215392369797,0.0931028924131109,1,-2.91988655476416e-16,0.672204915618498
1600,0.01,51,0.144529749028151,0.623626949121307,0.15,-0.00547025097184911,0.113972590026492,0.17508690802981,0.0611143180033177,1,1.00516817092e-15,0.623821923942116
3200,0.01,51,0.151898156412164,0.650979050774294,0.15,0.00189815641216365,0.129343297511173,0.174453015313154,0.0451097178019808,1,-6.24722495956576e-15,0.651080790096752
800,0.05,51,0.147401810303007,0.63888712713325,0.15,-0.0025981896969928,0.10313000466192,0.191673615944095,0.088543611282175,1,9.47783518334688e-16,0.639286806326007
1600,0.05,51,0.121992914015987,0.630674178867235,0.15,-0.0280070859840127,0.0910904471020085,0.152895380929966,0.0618049338279576,1,1.91090199219701e-15,0.630871356980187
3200,0.05,51,0.134577505107178,0.629547341263699,0.15,-0.0154224948928217,0.112765203410515,0.156389806803842,0.0436246033933266,1,3.98559657499575e-15,0.629645731096488
800,0.1,51,0.124863730535541,0.636785362533838,0.15,-0.0251362694644593,0.0807375670742636,0.168989893996818,0.0882523269225542,1,1.32801755703404e-15,0.637183726890934
1600,0.1,51,0.115339449121077,0.66129034437654,0.15,-0.0346605508789228,0.0829368176635245,0.14774208057863,0.0648052629151054,0,1.07060194043385e-15,0.66149709452834
3200,0.1,51,0.145308918425227,0.627133862187797,0.15,-0.00469108157477294,0.123580237975596,0.167037598874858,0.0434573608992626,1,-4.76179859432158e-15,0.627231874826074
800,0.01,52,0.136378721423431,0.646539044770655,0.15,-0.0136212785765691,0.091576674686479,0.181180768160383,0.0896040934739039,1,-1.16018306073329e-16,0.646943510900157
1600,0.01,52,0.151941474755754,0.648815458296262,0.15,0.00194147475575393,0.120150101483916,0.183732848027592,0.0635827465436761,1,-5.30339661075629e-16,0.649018308217835
3200,0.01,52,0.146230994637728,0.645301031836051,0.15,-0.00376900536227229,0.123872865440768,0.168589123834687,0.0447162583939188,1,2.25080371007991e-15,0.645401883760061
800,0.05,52,0.0939874427840179,0.631094560773362,0.15,-0.0560125572159821,0.0502556245189138,0.137719261049122,0.0874636365302082,0,7.90201237776955e-16,0.631489365041425
1600,0.05,52,0.15211439584794,0.655498150287842,0.15,0.00211439584793982,0.11999557668552,0.18423321501036,0.0642376383248396,1,-3.86218834691476e-16,0.655703089530082
3200,0.05,52,0.13665011467959,0.635038534120689,0.15,-0.0133498853204102,0.114647556353408,0.158652673005772,0.0440051166523638,1,2.95357488466763e-15,0.63513778215351
800,0.1,52,0.10500092055063,0.62894957428967,0.15,-0.0449990794493705,0.0614177395340718,0.148584101567187,0.0871663620331156,0,5.63316754353949e-16,0.629343036683043
1600,0.1,52,0.144383857795115,0.647053486029792,0.15,-0.00561614220488535,0.112678819577878,0.176088896012352,0.0634100764344741,1,3.40769079620884e-16,0.647255785076796
3200,0.1,52,0.159923476768081,0.668294464941444,0.15,0.00992347676808131,0.13676868039923,0.183078273136933,0.0463095927377035,1,3.44994866008363e-15,0.668398910431642
800,0.01,53,0.176821879411981,0.689510648544515,0.15,0.026821879411981,0.129042107174597,0.224601651649364,0.095559544474767,1,1.16254228466062e-15,0.689941997131307
1600,0.01,53,0.149197717725631,0.642019202538522,0.15,-0.000802282274368793,0.117739354866665,0.180656080584597,0.0629167257179314,1,-6.93195501000332e-17,0.642219927634106
3200,0.01,53,0.14207630098333,0.649781904464737,0.15,-0.00792369901667014,0.119562920323557,0.164589681643102,0.0450267613195448,1,-2.31870078692964e-15,0.649883456689234
800,0.05,53,0.176908238114549,0.71013220479462,0.15,0.0269082381145492,0.127699491193613,0.226116985035486,0.0984174938418732,1,1.63449115353487e-15,0.710576453949611
1600,0.05,53,0.148580425838936,0.663554751222253,0.15,-0.00141957416106353,0.116066840484785,0.181094011193088,0.0650271707083026,1,2.07847627997637e-15,0.663762209333068
3200,0.05,53,0.163815852756611,0.66160160645515,0.15,0.0138158527566113,0.140892947842059,0.186738757671163,0.0458458098291042,1,3.61058405395909e-15,0.661705005941043
800,0.1,53,0.0911270763658516,0.622377638300733,0.15,-0.0588729236341484,0.0479992989103162,0.134254853821387,0.0862555549110706,0,5.15594511529827e-16,0.622766989379353
1600,0.1,53,0.13574532439232,0.634366887926393,0.15,-0.0142546756076803,0.104661918059307,0.166828730725332,0.0621668126660243,1,-1.36603591936388e-15,0.634565220552131
3200,0.1,53,0.123047183928284,0.636332189541936,0.15,-0.0269528160717155,0.10099980355221,0.145094564304359,0.0440947607521487,0,1.14203785317457e-15,0.636431639755802
800,0.01,54,0.219320082893845,0.732714919237275,0.15,0.0693200828938449,0.168546462457395,0.270093703330295,0.1015472408729,0,1.69357583512664e-15,0.73317329583465
1600,0.01,54,0.138291114545553,0.63499425202699,0.15,-0.0117088854544471,0.107176967936482,0.169405261154624,0.0622282932181425,1,2.9336255646939e-15,0.635192780795957
3200,0.01,54,0.159699480612566,0.662478562381021,0.15,0.00969948061256623,0.136746191283728,0.182652769941405,0.0459065786576767,1,2.32383556841853e-15,0.662582098923398
800,0.05,54,0.143409887214921,0.648442565655052,0.15,-0.00659011278507862,0.0984759356342987,0.188343838795544,0.0898679031612454,1,-3.28695404228085e-16,0.648848222601613
